"text","text_en","cmp_code","eu_code"
"ΠΟΛΙΤΙΚΗ ΔΕΣΜΕΥΣΗ (2023): Ο πολιτισμός ως κεντρική συνιστώσα του εγχειρήματος ανασυγκρότησης της χώρας, προσβάσιμος σε όλους χωρίς αποκλεισμούς και με προστασία της καλλιτεχνικής δημιουργίας. Σύγχρονο πλαίσιο λειτουργίας του επαγγελματικού αθλητισμού, ενίσχυση του ερασιτεχνικού αθλητισμού. - Πολιτισμός: Θωράκιση του δημόσιου χαρακτήρα της πολιτιστικής κληρονομιάς, ανάπτυξη διεθνικών πολιτιστικών συνεργιών, ενίσχυση όλων των μορφών του σύγχρονου πολιτισμού, αναδιαμόρφωση της καλλιτεχνικής εκπαίδευσης με διαβάθμιση των τίτλων σπουδών και ίδρυση τριτοβάθμιας ακαδημίας παραστατικών τεχνών. Αθλητισμός: • Βαθιές διαρθρωτικές αλλαγές στον αθλητισμό για την ανάπτυξη όλων των μορφών άθλησης (φυσική αγωγή στην εκπαίδευση, σωματειακός αθλητισμός, άθληση για όλους, άθληση ΑμεΑ, αθλητισμός υψηλών επιδόσεων). • Αναβάθμιση και ανάπτυξη των αθλητικών υποδομών, ενίσχυση του ερασιτεχνικού αθλητισμού, δημοκρατικό πλαίσιο λειτουργίας των αθλητικών σωματείων και κατοχύρωση των δικαιωμάτων αθλητών, προπονητών, αθλουμένων και φιλάθλων. • Σύγχρονο πλαίσιο λειτουργίας του επαγγελματικού αθλητισμού, που θα προωθεί τη νομιμότητα, τη διαφάνεια, τον κοινωνικό έλεγχο και την ανταποδοτικότητα προς τον ερασιτεχνικό αθλητισμό. Καταπολέμηση του ντόπινγκ, της βίας, της χειραγώγησης, του ρατσισμού, του εκφοβισμού και του σεξισμού στον αθλητισμό.",NA,NA,NA
"ΠΟΛΙΤΙΚΗ ΔΕΣΜΕΥΣΗ (2023): Αμυντική πολιτική της ΕΕ στρατηγικά αυτόνομη από το ΝΑΤΟ και τις ΗΠΑ, με ισχυρό έλεγχο από το Ευρωπαϊκό Κοινοβούλιο και μόνιμο στόχο την ειρήνη, τη δημοκρατία και την ευημερία. - Η ΕΕ να καταστεί δημοκρατικός πόλος, ικανός να μεσολαβεί σε όλες τις διενέξεις με μόνιμο στόχο τη ειρήνη, τη δημοκρατία και την ευημερία. Προϋπόθεση είναι μια συνολική αρχιτεκτονική ασφαλείας της Ευρώπης, συμπεριλαμβανομένης της Ρωσίας. Η αμυντική πολιτική της ΕΕ οφείλει να είναι στρατηγικά αυτόνομη από το ΝΑΤΟ και τις ΗΠΑ ενόσω θα ελέγχεται δημοκρατικά από ένα ισχυρό Ευρωπαϊκό Κοινοβούλιο. Πολιτική που δεν θα αποτελεί παρακολούθημα της “νέας γεωγραφίας” που προωθούν οι ΗΠΑ ούτε θα υποτάσσεται σε νεοαποικιακές βλέψεις ισχυρών ευρωπαϊκών κρατών.",NA,NA,NA
"ΠΟΛΙΤΙΚΗ ΔΕΣΜΕΥΣΗ (2023): Πρωτοβουλίες για να εμβαθύνει η ΕΕ τις διαδικασίες ενοποίησής της ώστε να μην τείνει να περιστέλλεται στο πλαίσιο μιας στενά οικονομικής και νομισματικής ένωσης. - • Ενίσχυση των αρμοδιοτήτων του Ευρωπαϊκού Κοινοβουλίου, ώστε να αποκτήσει διευρυμένο λόγο στα θέματα οικονομικής πολιτικής, περιλαμβανομένου του δημοκρατικού ελέγχου της Ευρωπαϊκής Κεντρικής Τράπεζας και του Γιούρογκρουπ.• Μεγαλύτερη διαφάνεια στη λειτουργία του Ευρωπαϊκού Συμβουλίου και της Επιτροπής (Κομισιόν), όπως και στήριξη των προσπαθειών για ενίσχυση του κράτους δικαίου, της ισότητας των φύλων και της προστασίας των μειονοτήτων. • Ενίσχυση των κινημάτων και άλλων πρωτοβουλιών στα πεδία της ειρήνης, των δημοκρατικών, των φεμινιστικών και των οικολογικών διεκδικήσεων. Μόνον ένα ευρύ προοδευτικό πανευρωπαϊκό ιδεολογικό και πολιτικό μέτωπο υπέρ της ειρήνης και ενάντια στην πολιτική του νεοφιλελευθερισμού και της λιτότητας, όπως και ενάντια στην ακροδεξιά, μπορεί να θέσει τέλος στην στον πόλεμο, να αποτρέψει επόμενους και να αντιμετωπίσει την πολύπλευρη κρίση που μαστίζει τις ευρωπαϊκές κοινωνίες. • Περισσότερες πρωτοβουλίες προκειμένου να συμπτυχθεί μια πανευρωπαϊκή συμμαχία αριστερών, σοσιαλιστικών, σοσιαλδημοκρατικών και πράσινων κομμάτων και πολιτικών δυνάμεων στη βάση των κοινών διεκδικήσεων που απορρέουν από τα παραπάνω.",NA,NA,NA
"ΠΟΛΙΤΙΚΗ ΔΕΣΜΕΥΣΗ (2023): Αντικατάσταση του Συμφώνου Σταθερότητας, επέκταση και εμβάθυνση του Ταμείου Ανάκαμψης, δίκαιη οικολογική μετάβαση με εμβάθυνση της Πράσινης Συμφωνίας, κατοχύρωση ευρωπαικού πυλώνα κοινωνικών δικαιωμάτων, εξάλειψη των έμφυλων και λοιπών διακρίσεων. - • Μετατροπή του Συμφώνου Σταθερότητας και Ανάπτυξης σε Σύμφωνο Σύγκλισης, Ανθεκτικότητας και Βιώσιμης Ανάπτυξης που δεν θα περιλαμβάνει δρακόντειους δημοσιονομικούς περιορισμούς, αλλά κριτήρια και στόχους για την ενίσχυση της απασχόλησης, την περιφερειακή σύγκλιση, τη σύγκλιση προς τα πάνω όλων των συναφών κοινωνικών δεικτών, την κλιματική ουδετερότητα και τη συστηματική προώθηση της Πράσινης Συμφωνίας, σε κοινωνίες ασφαλείς και ανθεκτικές. • Μετεξέλιξη της ΕΚΤ σε ολοκληρωμένη κεντρική τράπεζα και δανειστή ύστατης καταφυγής, της οποίας οι παρεμβάσεις θα στοχεύουν όχι μόνο στη αντιμετώπιση του πληθωρισμού, αλλά και στην υποβοήθηση των ρυθμών βιώσιμης ανάπτυξης με πιστή τήρηση των όρων της κλιματικής ουδετερότητας, στην αύξηση της απασχόλησης και στη σύγκλιση των οικονομιών. • Αύξηση του ευρωπαϊκού προϋπολογισμού όχι μόνο για την αντιμετώπιση έκτακτων καταστάσεων, αλλά και για την κοινωνική και περιφερειακή συνοχή, τον μετριασμό της κλιματικής κρίσης και την οικοδόμηση των όρων της αντίστοιχης ανθεκτικότητας με τρόπους που λαμβάνουν σοβαρά υπ’ όψιν τη διάσταση του φύλου. • Κρίσιμες βελτιώσεις της Ευρωπαϊκής Πράσινης Συμφωνίας ώστε η αντίστοιχη μετάβαση να είναι κοινωνικά δίκαιη. Εισαγωγή δεσμευτικών στόχων ως προς τη μείωση των ανισοτήτων και ιδιαίτερα απέναντι στην ενεργειακή φτώχεια. • Μεγάλη αναπτυξιακή πρωτοβουλία από την πλευρά της ΕΕ, που δεν θα περιλαμβάνει τα γνωστά μνημόνια ούτε θα αυξάνει τις ανισότητες, ενώ θα είναι συμβατή με την ευρωπαϊκή Πράσινη Συμφωνία, με κυρίαρχα χαρακτηριστικά τη δικαιοσύνη και τη δημοκρατία.",NA,NA,NA
"ΠΟΛΙΤΙΚΗ ΔΕΣΜΕΥΣΗ (2023): Αύξηση του μεριδίου του Ακαθάριστου Εγχώριου Προϊόντος, βελτίωση της παραγωγικότητας του αγροτικού τομέα και της ικανότητάς του να καλύψει βασικές ανάγκες της χώρας. - • Αύξηση του μεριδίου του Ακαθάριστου Εγχώριου Προϊόντος, στο οποίο συμβάλλει η εγχώρια μεταποίηση και βιομηχανία και βελτίωση της παραγωγικότητας του αγροτικού τομέα και της ικανότητάς του να καλύψει βασικές ανάγκες της χώρας. • Στήριξη της έρευνας και ανάπτυξης των ελληνικών επιχειρήσεων για την ενίσχυση της τοπικής παραγωγής, με μικρό περιβαλλοντικό αποτύπωμα στον αγροτικό τομέα, στοχευμένα μέτρα μείωσης κόστους παραγωγής και ενθάρρυνσης της ένταξης του αγροτικού κόσμου σε συνεργατικά σχήματα. • Αύξηση της εγχώριας παραγωγής, ώστε η χώρα να βρει ένα διατηρήσιμο και ανθεκτικό αναπτυξιακό δρόμο στον διεθνή καταμερισμό. • Μέσω της Αναπτυξιακής Τράπεζας, ενίσχυση των μικροπιστώσεων χωρίς εμπράγματες εξασφαλίσεις για αγρότες και πολύ μικρές επιχειρήσεις.",NA,NA,NA
"ΠΟΛΙΤΙΚΗ ΔΕΣΜΕΥΣΗ (2023): Ενίσχυση του ΕΣΥ μέσω της σταδιακής αύξησης των δαπανών. Αύξηση μισθών για τους γιατρούς και έμφαση στη Πρωτοβάθμια Φροντίδα και αποσυμφόρηση της Τριτοβάθμιας. - • Σταδιακή ενίσχυση του ΕΣΥ με αύξηση των δαπανών κατά 3.3 δις σε βάθος τριετίας.• Ενίσχυση υποστελεχωμένων μονάδων. Παροχή μισθολογικών κινήτρων σε νέους γιατρούς μέσω της αύξησης του μισθού πρωτοδιοριζόμενου γιατρού στα 2.000€ και ανάλογα αύξηση στα ανώτερα κλιμάκια. • Έμφαση στη προσβασιμότητα των Μονάδων Υγείας, ιδιαιτέρως στα νησιά.•	Διπλασιασμός Τοπικών Μονάδων Υγείας και δημιουργία σχολικών ομάδων Φροντίδας Υγείας.",NA,NA,NA
ΠΟΛΙΤΙΚΗ ΔΕΣΜΕΥΣΗ (2023): Παροχή κινήτρων σε νέους γιατρούς ώστε να ενταχθούν στο ΕΣΥ. - Αύξηση του μισθού πρωτοδιοριζόμενου γιατρού στα 2.000€ και ανάλογα αύξηση στα ανώτερα κλιμάκια.,NA,NA,NA
"ΠΟΛΙΤΙΚΗ ΔΕΣΜΕΥΣΗ (2023): Φοροελαφρύνσεις και κρατική ενίσχυση για τους αγρότες, μεγαλύτερη συμμετοχή του κρατικού προϋπολογισμού στο ταμείο ΕΛΓΑ με παράλληλη αύξηση της συμμετοχής του κρατικού προϋπολογισμού και αλλαγή του κανονισμού ασφάλισης. - • Μη καταβολή του ΕΦΚ σε όλα τα καύσιμα των αγροτικών μηχανημάτων, στην αντλία του βενζινάδικου• Οριζόντια μείωση της τιμής του Ηλεκτρικού Ρεύματος μέσω της επιβολής πλαφόν. • Ενίσχυση για αγορά ζωοτροφών και λιπασμάτων για όσο διαρκεί η κρίση ακρίβειας.• Μείωση του ΦΠΑ στα γεωργικά εφόδια, αλλά και στα τιμολόγια πώλησης εγχώριων αγροτικών προϊόντων.• Σχεδιασμός για παραγωγή το αμέσως επόμενο διάστημα των αναγκαίων για την οικονομία και τη διατροφή αγαθών.• Άμεση επιστροφή στην κανονικότητα των άμεσων και δίκαιων πληρωμών από τον ΟΠΕΚΕΠΕ• Ανακατεύθυνση του Ταμείου Ανάκαμψης και όλων των χρηματοδοτικών εργαλείων για στήριξη της πρωτογενούς παραγωγής.• Δημιουργία εθνικών αποθεμάτων και επιβολή πλαφόν ανώτατης τιμής στα είδη πρώτων υλών ζωοτροφών και σιτηρών για ανθρώπινη χρήση• Άμεση ενίσχυση του ταμείου του ΕΛΓΑ με παράλληλη αύξηση της συμμετοχής του κρατικού προϋπολογισμού και αλλαγή του κανονισμού ασφάλισης.",NA,NA,NA
"ΠΟΛΙΤΙΚΗ ΔΕΣΜΕΥΣΗ (2023): Ισχυροποίηση κοινωνικού κράτους με στόχο τη συμπερίληψη των ΑμεΑ. Έμφαση στη προσβασιμότητα στα δημόσια κτήρια. - • Ριζική μεταρρύθμιση στο σύστημα διάγνωσης και πιστοποίησης, με ενίσχυση των ΚΕΠΑ και πολλαπλασιασμό των δημοσίων δομών• Εξασφάλιση Προσωπικού βοηθού ή φροντιστή ανάλογα με τις ανάγκες του ανάπηρου ατόμου ακόμη και σε 24ωρη βάση .• Αύξηση της δαπάνης των επιδομάτων αναπηρίας ανεξαρτήτως ηλικιακών κριτηρίων• Όλα τα κτίρια δημόσιας χρήσης εντός τριετίας να γίνουν προσβάσιμα και ασφαλή για τους ανάπηρους συμπολίτες μας• Ισχυρό κοινωνικό κράτος• Αύξηση, μετά από πολλά χρόνια, των αναπηρικών επιδομάτων κατά 20% για όλους τους δικαιούχους. • Πιλοτική δημιουργία προσβάσιμων γειτονιών σε 20 πόλεις• Αναβάθμιση των ΚΕΠΑ, με γενίκευση του ηλεκτρονικού φακέλου αναπήρου• Πολλαπλασιασμό των υγειονομικών επιτροπών των ΚΕΠΑ με εκπαιδευμένους γιατρούς όλων των ειδικοτήτων, εξοπλισμένων πλήρως ψηφιακά για να επιτελούν το έργο τους.",NA,NA,NA
"ΠΟΛΙΤΙΚΗ ΔΕΣΜΕΥΣΗ (2023): Ενίσχυση της εκπαίδευσης για τα ΑμεΑ, αύξηση των προσλήψεων ειδικού εκπαιδευτικού προσωπικού και αναπροσαρμογή σχολικών κτηρίων ώστε να είναι καθολικώς προσβάσιμα. - Αύξηση των προσλήψεων ειδικών εκπαιδευτικών, και βοηθών υποστήριξης ανάπηρων παιδιών για τη βελτίωση της εκπαιδευτικής διαδικασίας με ταυτόχρονη προσαρμογή των σχολικών κτιρίων στην κατεύθυνση της συμπεριληπτικής εκπαίδευσης.",NA,NA,NA
"ΠΟΛΙΤΙΚΗ ΔΕΣΜΕΥΣΗ (2023): Αύξηση του κατώτατου μισθού στον ιδιωτικό τομέα στα 880 ευρώ και θεσμοθέτηση της Αυτόματης Τιμαριθμικής Αναπροσαρμογής σε ετήσια βάση. - • Αύξηση του κατώτατου μισθού στον ιδιωτικό τομέα στα 880 ευρώ, από τις πρώτες κιόλας μέρες της διακυβέρνησης. • θεσμοθέτηση της Αυτόματης Τιμαριθμικής Αναπροσαρμογής σε ετήσια βάση σημαίνει αύξηση των μισθών όλων των δημοσίων υπαλλήλων κατά 10%, όσο ο πληθωρισμός τον τελευταίο χρόνο.• Επιστροφή αρμοδιότητας καθορισμού κατώτατου μισθού στους εθνικούς κοινωνικούς εταίρους με κατώτατο όριο την τιμαριθμική αναπροσαρμογή κάθε έτους.• Καθορισμός του κατώτατου μισθού με συλλογική διαπραγμάτευση, μέσω της Εθνικής Γενικής Συλλογικής Σύμβασης Εργασίας, αμέσως μετά την αύξηση του κατώτατου μισθού και την πρώτη εφαρμογή της τιμαριθμικής αναπροσαρμογής.",NA,NA,NA
"ΠΟΛΙΤΙΚΗ ΔΕΣΜΕΥΣΗ (2023): Επαναφορά των συλλογικών συμβάσεων εργασίας, κατοχύρωση του 8ώρου και κατάργηση των απλήρωτων υπερωριών. Ταυτόχρονη επανίδρυση του Σώματος Επιθεώρησης Εργασίας. - • Επαναφορά των συλλογικών συμβάσεων εργασίας• Επαναφορά του 8ωρου και κατάργηση των απλήρωτων υπερωριών• Επανίδρυση του Σώματος Επιθεώρησης Εργασίας",NA,NA,NA
"ΠΟΛΙΤΙΚΗ ΔΕΣΜΕΥΣΗ (2023): Επιστροφή όλων των αναδρομικών σε 3 ετήσιες δόσεις και κατάργηση της ιδιωτικοποίησης της επικουρικής ασφάλισης. - • Επαναχορήγηση της 13ης σύνταξης.• Επιστροφή αναδρομικών 2,4 δις ευρώ σε 3 ετήσιες δόσεις, με βάση τις αποφάσεις της Ολομέλειας του ΣτΕ για αντισυνταγματικές περικοπές σε επικουρικές και δώρα.• Μόνιμη αποκατάσταση της προσωπικής διαφοράς στις συντάξεις, με τη χορήγηση της αύξησης του ν.4475/2017 σε όλους τους συνταξιούχους ήδη από το 2023.",NA,NA,NA
"ΠΟΛΙΤΙΚΗ ΔΕΣΜΕΥΣΗ (2023): Δημιουργία μίας νέας Διαύγειας για τα δημόσια έργα. Θεσμοθέτηση ενός Εθνικού Ψηφιακού Μητρώου υποδομών και λειτουργία ενός ψηφιακού Κεντρικού Συστήματος Παρακολούθησης Τεχνικών Έργων. - •	Θεσμοθέτηση, υλοποίηση και λειτουργία ενός ψηφιακού Κεντρικού Συστήματος Αδειοδοτήσεων. Με διασύνδεση όλων των φορέων και υπηρεσιών του Δημοσίου και του ευρύτερου Δημοσίου τομέα, οι οποίοι εμπλέκονται στην αδειοδότηση, στις διαδικασίες έγκρισης δημοσίων και ιδιωτικών τεχνικών έργων, καθώς και όλων των ελεγκτικών οργάνων και αρχών.•	Θεσμοθέτηση, υλοποίηση και τη λειτουργία ενός ψηφιακού Κεντρικού Συστήματος Παρακολούθησης Τεχνικών Έργων. Στο σύστημα αυτό θα καταγράφεται όλη η πορεία υλοποίησης ενός δημόσιου έργου.•	Θεσμοθέτηση, υλοποίηση και λειτουργία Συστήματος Καταγραφής, Λειτουργίας και Συντήρησης Δημοσίων και Ιδιωτικών Έργων, στο οποίο θα καταγράφονται όλα τα δημόσια και ιδιωτικά έργα, τα οποία έχουν παραληφθεί οριστικά. Παράλληλα, συντάσσεται και ο κατάλογος στοιχείων συντήρησης και λειτουργίας έργων και για τα κτιριακά έργα ο οποίος διασυνδέεται και με το σύστημα της Ηλεκτρονικής Ταυτότητας Κτιρίων.",NA,NA,NA
"ΠΟΛΙΤΙΚΗ ΔΕΣΜΕΥΣΗ (2023): Μέτρα για την αντιμετώπιση του μη εξυπηρετούμενου ιδιωτικού χρέους των νοικοκυριών με εγγύηση την κατοικία μέσω της δημιουργίας θεσμών, εντός του Υπουργείου Οικονομικών, που θα έχουν ως αποκλειστική αρμοδιότητα τη Διαχείριση του Ιδιωτικού Χρέους και της Στεγαστικής Πολιτικής. - • Δημιουργία Υφυπουργείου στο Υπουργείο Οικονομικών, με αποκλειστική αρμοδιότητα τη Διαχείριση του Ιδιωτικού Χρέους και της Στεγαστικής Πολιτικής. Στόχος είναι να υπάρχει ταχύτητα και αποτελεσματικότητα στη λήψη άμεσων μέτρων, συγκεντρώνοντας αρμοδιότητες για την υλοποίηση ολοκληρωμένων και ενοποιημένων πολιτικών αντιμετώπισης αυτού του, οριζόντιου για την κοινωνία, προβλήματος.• Σύσταση Δημόσιας Εποπτικής Αρχής για τη διαχείριση του ιδιωτικού χρέους, που θα υπάγεται στο Υπουργείο Οικονομικών.• Δημιουργία Ειδικού Ταμείου Αναδιαρθρώσεων Οφειλών και Στεγαστικής Πολιτικής στην Αναπτυξιακή Τράπεζα, που θα χρηματοδοτεί, μέσω στοχευμένων επιδοτήσεων, τις ρυθμίσεις κόκκινων δανείων, τις δόσεις δανείων ενήμερων δανειοληπτών που αυξήθηκαν υπέρμετρα λόγω της τελευταίας αύξησης των επιτοκίων, για να μπορέσουν να συνεχίσουν οι συνεπείς δανειολήπτες ν’ αποπληρώνουν τα δάνειά τους.",NA,NA,NA
"ΠΟΛΙΤΙΚΗ ΔΕΣΜΕΥΣΗ (2023): Μέτρα για την αντιμετώπιση του μη εξυπηρετούμενου ιδιωτικού χρέους των νοικοκυριών με εγγύηση την κατοικία μέσω της δημιουργίας θεσμών με αποκλειστική αρμοδιότητα τη Διαχείριση του Ιδιωτικού Χρέους και της Στεγαστικής Πολιτικής. Δημιουργία Ειδικού Ταμείου Αναδιαρθρώσεων Οφειλών και Στεγαστικής Πολιτικής. - • Δημιουργία Υφυπουργείο στο Υπουργείο Οικονομικών, με αποκλειστική αρμοδιότητα τη Διαχείριση του Ιδιωτικού Χρέους και της Στεγαστικής Πολιτικής. Στόχος είναι να υπάρχει ταχύτητα και αποτελεσματικότητα στη λήψη άμεσων μέτρων, συγκεντρώνοντας αρμοδιότητες για την υλοποίηση ολοκληρωμένων και ενοποιημένων πολιτικών αντιμετώπισης αυτού του, οριζόντιου για την κοινωνία, προβλήματος.• Σύσταση Δημόσιας Εποπτικής Αρχής για τη διαχείριση του ιδιωτικού χρέους, που θα υπάγεται στο Υπουργείο Οικονομικών.• Δημιουργία Ειδικού Ταμείου Αναδιαρθρώσεων Οφειλών και Στεγαστικής Πολιτικής στην Αναπτυξιακή Τράπεζα, που θα χρηματοδοτεί, μέσω στοχευμένων επιδοτήσεων, τις ρυθμίσεις κόκκινων δανείων, τις δόσεις δανείων ενήμερων δανειοληπτών που αυξήθηκαν υπέρμετρα λόγω της τελευταίας αύξησης των επιτοκίων, για να μπορέσουν να συνεχίσουν οι συνεπείς δανειολήπτες ν’ αποπληρώνουν τα δάνειά τους.• Επιδότηση των δόσεων χαμηλότοκων στεγαστικών δανείων σε νέα ζευγάρια, στο πλαίσιο της ειδικής στεγαστικής πολιτικής που εξαγγείλαμε τον περασμένο Ιούλιο.",NA,NA,NA
"ΠΟΛΙΤΙΚΗ ΔΕΣΜΕΥΣΗ (2023): Άμεσες μεταρρυθμίσεις που απευθύνονται σε κάθε φυσικό πρόσωπο με ή χωρίς πτωχευτική ικανότητα που έχει περιέλθει σε μόνιμη και γενική αδυναμία πληρωμής ληξιπρόθεσμων οφειλών. - Άμεσες μεταρρυθμίσεις που απευθύνονται σε κάθε φυσικό πρόσωπο με ή χωρίς πτωχευτική ικανότητα που έχει περιέλθει σε μόνιμη και γενική αδυναμία πληρωμής ληξιπρόθεσμων οφειλών, διαμέσου μέτρων όπως: • Συλλογική ρύθμιση ληξιπρόθεσμων οφειλών.• Προστασία από ρευστοποίηση της πρώτης κατοικίας, της επαγγελματικής στέγης και της αγροτικής γης.• Συμμετοχή του Δημοσίου, με την επιδότηση μέρους της ρυθμισμένης οφειλής μέσα από το Ταμείο Αναδιαρθρώσεων που φτιάχνουμε στην Αναπτυξιακή Τράπεζα.• Εποπτεία και το συντονισμό της όλης διαδικασίας από την Δημόσια Εποπτική Αρχή.• Απευθυνόμενο σε κάθε φυσικό πρόσωπο με ή χωρίς πτωχευτική ικανότητα που έχει περιέλθει σε μόνιμη και γενική αδυναμία πληρωμής ληξιπρόθεσμων οφειλών.",NA,NA,NA
"ΠΟΛΙΤΙΚΗ ΔΕΣΜΕΥΣΗ (2023): Υλοποίηση έργων στο τομέα του οδικού και του σιδηροδρομικού δικτύου. Ιδιαίτερη έμφαση στην αναβάθμιση του Γενικού Νοσοκομείου Δράμας και στην ανάδειξη των Πανεπιστημίων της περιφέρειας. - • Ολοκλήρωση σύνδεσης Δράμας - Αμφίπολης, την οποία η κυβέρνηση Μητσοτάκη άφησε εκεί που τη βρήκε το 2019. • Η χάραξη της Σιδηροδρομικής Εγνατίας, η οποία θα συνδέσει τα λιμάνια της Θεσσαλονίκης, της Καβάλας, της Αλεξανδρούπολης, αφήνει εκτός δύο μεγάλα αστικά κέντρα, τις Σέρρες και τη Δράμα. Δέσμευση ότι θα υπάρξει ανασχεδιασμός της χάραξης με βάση τεχνοκρατικά και επιστημονικά κριτήρια, ώστε η Σιδηροδρομική Εγνατία να ανταποκρίνεται στις ανάγκες της περιοχής σας.• Το Γενικό Νοσοκομείο είναι σε πολύ κακή κατάσταση και θα απαιτηθούν άμεσα μέτρα για τη στελέχωση και την αναβάθμιση των υπηρεσιών του.• Με την κατάργηση της ελάχιστης βάσης εισαγωγής και τη συμπλήρωση του προσωπικού τους οι Σχολές Πανεπιστημιακές της Δράμας, όπως η Σχολή Δασολογίας και Φυσικού Περιβάλλοντος καθώς και η Σχολή Αγροτικής Βιοτεχνολογίας και Οινολογίας, θα αναβαθμιστούν και θα έρθουν φοιτητές και οι φοιτητές θα δώσουν, όπως γνωρίζετε, μια διαφορετική πνοή ζωντάνιας και στην πόλη.",NA,NA,NA
"ΠΟΛΙΤΙΚΗ ΔΕΣΜΕΥΣΗ (2023): Ανακατεύθυνση των πόρων από το Ταμείο Ανάκαμψης για την υλοποίηση έργων αναβάθμισης του οδικού δικτύου, του λιμανιού και του αεροδρομίου της Καλαμάτας. - • Εκσυγχρονισμός αυτοκινητόδρομου Καλό Νερό – Τσακώνα και του Φιλιατρού φράγματος ως άμεση προτεραιότητα. • Ολοκλήρωση κατασκευής του αλιευτικού καταφυγίου Μαραθούπολης.• Εκσυγχρονισμός του αεροδρομίου της Καλαμάτας.• Σύνδεση με την Ιόνια Οδό και τα λιμάνια της Πάτρας και της Ηγουμενίτσας και η λειτουργία σύγχρονου σιδηροδρομικού δικτύου με έμφαση στις εμπορικές μεταφορές.• Αναβάθμιση και αξιοποίηση του λιμανιού της Καλαμάτας ως διαμετακομιστικού κέντρου για ολόκληρη την νότια Πελοπόννησο.• Η έναρξη της κατασκευής και η γρήγορη ολοκλήρωση του οδικού άξονα Καλαμάτα - Ριζόμυλος.",NA,NA,NA
"ΠΟΛΙΤΙΚΗ ΔΕΣΜΕΥΣΗ (2023): Μέτρα ενίσχυσης στο τομέα της υγείας, αναβάθμιση του οδικού δικτύου, εκσυγχρονισμός του φράγματος Πηνειού και λύση στο ζήτημα των δανείων των πυρόπληκτων της πυρκαγιάς του 2007. - • Ενίσχυση των Νοσοκομείων του νομού με ιατρονοσηλευτικό προσωπικό.• Επαναλειτουργία των σχολών που έκλεισαν το 2019.• Πλάνο για την ενίσχυση της ρευστότητας των μικρομεσαίων επιχειρήσεων.• Στήριξη του εισοδήματος των αγροτών, κτηνοτρόφων και αλιέων, με προτεραιότητα την υπογειοποίηση του αρδευτικού δικτύου.• Εκσυγχρονισμός του φράγματος Πηνειού καθώς και του εκσυγχρονισμού Υφιστάμενων Εγκαταστάσεων και Δικτύων Υποδομών Περιοχής Λίμνης Καϊάφα.• Ολοκλήρωση έργων στους οδικούς άξονες «Πάτρα-Πύργος», «Πύργος - Καλό Νερό - Τσακώνα», και «Αρχαία Ολυμπία - Βυτίνα – Τρίπολη».• Αμεση λύση για τα δάνεια των πυρόπληκτων της μεγάλης καταστροφής του 2007 στον τόπο σας, για τους οποίους είχαμε δώσει τη δυνατότητα ρύθμισης και παρ’ όλα αυτά οι τράπεζες αρνήθηκαν και συνεχίζουν να αρνούνται κάθε προσπάθεια ρύθμισης.",NA,NA,NA
"ΠΟΛΙΤΙΚΗ ΔΕΣΜΕΥΣΗ (2023): Ενίσχυση της δημόσιας ανώτατης εκπαίδευσης. - • Διπλασιασμός της κρατικής χρηματοδότησης των πανεπιστημίων, αλλά και του αριθμού των μελών ΔΕΠ, σε βάθος τετραετίας.• Κατάργηση της πανεπιστημιακής αστυνομίας.• Δωρεάν φοίτηση σε μεταπτυχιακά προγράμματα, πρόβλεψη για ειδική χρηματοδότηση των πανεπιστημιακών ερευνητικών κέντρων.• Διαμόρφωση Εθνικού Σχεδίου Φοιτητικής Στέγης.",NA,NA,NA
"ΠΟΛΙΤΙΚΗ ΔΕΣΜΕΥΣΗ (2023): Η κατοικία είναι δικαίωμα αλληλένδετο με τη προστασία της πρώτης κατοικίας και όχι αντικείμενο κερδοσκοπίας. Σύσταση Τράπεζας Στέγης. - Ρυθμιζόμενη παραχώρηση κυριότητας ή χρήσης για νέα ζευγάρια. Ρυθμιζόμενη ενοικίαση του ενεργού αποθέματος κατοικιών σε μειωμένες τιμές.Συγκροτείται από:- Κενά, ανεκμετάλλευτα κτίρια του Δημοσίου, των δήμων, της Εκκλησίας και μη κερδοσκοπικών φορέων κοινωφελούς σκοπού (σωματεία, ιδρύματα, κληροδοτήματα, κ.λπ.).- Κενά, εγκαταλελειμμένα κτίρια ιδιωτών σε διάφορους δήμους (κατοικίες ή άλλων χρήσεων, εφόσον μετατρέπονται εύκολα σε κατοικίες).- Ενεργές κατοικίες και διαμερίσματα ιδιωτών που θα διατεθούν στην Τράπεζα.- Στέγη προς ενοικίαση σε μειωμένες τιμές, για 3, 5 ή 8 χρόνια, χάρη σε ένα ελκυστικό πακέτο κινήτρων.",NA,NA,NA
