"text","text_en","cmp_code","eu_code"
"Αξιοποιούμε τις νέες τεχνολογίες για να ενισχύσουμε την ασφάλεια από τα σύνορα μέχρι τον κυβερνοχώρο.","We are harnessing new technologies to strengthen security from the border to cyberspace.","605.1",NA
"Ενίσχυση Λογοδοσίας και αντιμετώπιση της αστυνομικής αυθαιρεσίας.","Strengthening accountability and addressing police arbitrariness.","605.1",NA
"Εφοδιασμός των αστυνομικών πρώτης γραμμής με κάμερες.","Equipping frontline police officers with cameras.","605.1",NA
"Κατασκευάζουμε νέα καταστήματα κράτησης, ολοκληρώνουμε την μετεγκατάσταση του Κορυδαλλού, δίνουμε έμφαση στην εκπαίδευση και την επανένταξη των κρατουμένων.","Constructing new detention facilities, completing the relocation of Korydallos, focusing on training and reintegration of detainees.","605.1",NA
"E3. ΑΜΥΝΑ","E3. DEFENCE","H",NA
"Συνέχιση του εξοπλιστικού προγράμματος και εξασφάλιση επάρκειας.","Continue the arms programme and ensure adequacy.","104",NA
"Ενίσχυση Εθνικής Αμυντικής Βιομηχανίας με πενταετές σχέδιο για την περαιτέρω αναβάθμισή της.","Strengthen the National Defence Industry with a five-year plan for its further upgrading.","104",NA
"Η Ελλάδα αποκτά 24 αεροσκάφη τύπου Rafale, 3 (+1) φρεγάτες Belharra, αναβαθμίζει 83 αεροσκάφη F-16 στην κορυφαία έκδοση Viper.","Greece acquires 24 Rafale aircraft, 3 (+1) Belharra frigates, upgrades 83 F-16 aircraft to the top-of-the-line Viper version.","104",NA
"Βρίσκονται σε εξέλιξη 19 προγράμματα ύψους 11,5 δις ευρώ για την προμήθεια αεροσκαφών F-35, την αναβάθμιση μαχητικών αεροσκαφών F-16 Block 50 και την απόκτηση 3 νέων κορβετών του Πολεμικού Ναυτικού.","There are 19 programmes worth €11.5 billion underway for the procurement of F-35 aircraft, the upgrade of F-16 Block 50 fighter aircraft and the acquisition of 3 new naval corvettes.","104",NA
"Αξιοποίηση στρατιωτικής θητείας για απόκτηση νέων δεξιοτήτων των οπλιτών που θα αξιοποιήσουν στη ζωή τους ως πολίτες.","Use of military service to acquire new skills for soldiers to use in their civilian lives.","104",NA
"Έμφαση στην προετοιμασία και την αντιμετώπιση νέων απειλών και υβριδικών μεθόδων πολέμου.","Focus on preparing for and countering new threats and hybrid warfare methods.","104",NA
"E4.","E4.","H",NA
"ΜΕΤΑΝΑΣΤΕΥΣΗ","TRANSITION","H",NA
"Ολοκλήρωση μέχρι το τέλος του 2025 της επέκτασης του Φράχτη του Έβρου.","Completion by the end of 2025 of the expansion of the Evros Fence.","601.2",NA
"Αύξηση σε σχέση με το 2022, κατά 15% ανά έτος, μέχρι το 2027 του αριθμού των επαναπατριζόμενων.","Increase by 15% per year, compared to 2022, the number of returnees by 2027.","601.2",NA
"Έμφαση στην εποχική εργασία και υλοποίηση διεθνών διμερών συμφωνιών για την προσέλκυση ατόμων ειδικών δεξιοτήτων σε κρίσιμους τομείς της εθνικής οικονομίας όπως η πρωτογενής παραγωγή, οι κατασκευές, ο τουρισμός, η τεχνολογία.","Focus on seasonal work and implement international bilateral agreements to attract people with specific skills in critical sectors of the national economy such as primary production, construction, tourism, technology.","602.2",NA
"Κοινωνική Ένταξη πρώην ασυνόδευτων νέων στην Ελλάδα (Helios Junior), με σκοπό να διευκολυνθεί η ένταξή τους στην αγορά εργασίας και η μετάβασή τους στην ανεξάρτητη διαβίωση.","Social Integration of former unaccompanied youth in Greece (Helios Junior), with the aim of facilitating their integration into the labour market and their transition to independent living.","607.2",NA
"E5. ΠΟΛΙΤΙΚΗ ΠΡΟΣΤΑΣΙΑ","E5. POLITICAL PROTECTION","H",NA
"Νέο Πυροσβεστικό Σώμα.","New Fire Brigade.","411",NA
"Σχεδιασμός της νέας δομής και του τρόπου λειτουργίας του Πυροσβεστικού Σώματος, πρόσληψη 500 νέων στελεχών.","Design of the new structure and functioning of the Fire Brigade, recruitment of 500 new staff.","411",NA
"Αναβάθμιση ολοκληρωμένου πληροφοριακού συστήματος διαχείρισης συμβάντων και στόλου Πυροσβεστικού Σώματος.","Upgrade of integrated incident and fleet management information system of the Fire Brigade.","411",NA
"Προμήθεια σύγχρονων αμφίβιων αεροσκαφών πυρόσβεσης για τα νησιωτικά συμπλέγματα και 5+2 Canadair νέου τύπου, καθώς και πυροσβεστικών οχημάτων μεγάλης κλίμακας.","Procurement of modern amphibious fire-fighting aircraft for island complexes and 5+2 Canadair of new type, as well as large-scale fire-fighting vehicles.","411",NA
"Αναβάθμιση και επέκταση του δικτύου Μετεωρολογικών Σταθμών της χώρας, με στόχο την έγκαιρη προειδοποίηση φυσικών καταστροφών.","Upgrade and expand the country's network of meteorological stations to provide early warning of natural disasters.","411",NA
"Ενίσχυση του συστήματος 112 και διασύνδεσή του με το πληροφοριακό σύστημα Πολιτικής Προστασίας.","Strengthen the 112 system and interconnect it with the Civil Protection Information System.","411",NA
"Προμήθεια και εγκατάσταση συστημάτων έγκαιρης προειδοποίησης (early warning systems).","Procure and install early warning systems.","411",NA
"Νέες μεθοδολογίες εκτίμησης και αξιολόγησης κινδύνου.","New risk assessment and evaluation methodologies.","411",NA
"ΠΟΛΙΤΙΚΗ ΔΕΣΜΕΥΣΗ (2023): Μείωση ασφαλιστικών εισφορών και του μη μισθολογικού κόστους. - Σταδιακή μείωση κατά μία επιπλέον μονάδα των ασφαλιστικών εισφορών και του μη μισθολογικού κόστους. Λιγότερες εισφορές, μεγαλύτερος μισθός για όλους.",NA,NA,NA
"ΠΟΛΙΤΙΚΗ ΔΕΣΜΕΥΣΗ (2023): Αύξηση συντάξεων. - Νέα αύξηση 3,4% στις συντάξεις από 1/1/2024. Οι επικουρικές συντάξεις και τα εφάπαξ απονέμονται εντός δύο μηνών.",NA,NA,NA
"ΠΟΛΙΤΙΚΗ ΔΕΣΜΕΥΣΗ (2023): Μείωση τέλους επιτηδεύματος για το 2025. - Σταδιακή μείωση 20% του τέλους επιτηδεύματος το 2025, 30% το 2026 καικατάργηση έως το τέλος της τετραετίας το 2027.",NA,NA,NA
"ΠΟΛΙΤΙΚΗ ΔΕΣΜΕΥΣΗ (2023): Απαλλαγή φαρμακευτικής δαπάνης. - Μονιμοποιείται η πλήρης απαλλαγή πρώην δικαιούχων Επιδόματος Κοινωνικής Αλληλεγγύης Συνταξιούχων (Ε.Κ.Α.Σ.), από τη συμμετοχή τους στη φαρμακευτική δαπάνη.",NA,NA,NA
ΠΟΛΙΤΙΚΗ ΔΕΣΜΕΥΣΗ (2023): Αύξηση κατώτατου μισθού εντός της τετραετίας. - Αύξηση κατώτατου μισθού στα 950 € εντός της τετραετίας. O κατώτατος μισθός θα αναπροσαρμόζεται βάσει του μέσου όρου του μισθού πλήρους απασχόλησης στον ιδιωτικό τομέα.,NA,NA,NA
"ΠΟΛΙΤΙΚΗ ΔΕΣΜΕΥΣΗ (2023): Αυξήσεις των μεσαίων μισθών. - Αύξηση του μέσου μισθού πάνω από 25% μέσα στην τετραετία 2023-2027 (στα 1.500 ευρώ από 1.170 ευρώ). Σταδιακή μείωση κατά μία επιπλέον μονάδα των ασφαλιστικών εισφορών και του μη μισθολογικού κόστους. Λιγότερες εισφορές, μεγαλύτερος μισθός για όλους.",NA,NA,NA
"ΠΟΛΙΤΙΚΗ ΔΕΣΜΕΥΣΗ (2023): Ψηφιοποίηση Επαγγελματικής Κατάρτισης. - Ψηφιακή Πύλη Προγραμμάτων κατάρτισης &amp; νέα ψηφιακή πλατφόρμα σύγχρονες, εξατομικευμένες υπηρεσίες σε ανέργους, όπως η χαρτογράφηση δεξιοτήτων και η ανάπτυξη των ατομικών λογαριασμών δεξιοτήτων. Νέο σύστημα αξιολόγησης και Εθνικό Μητρώο Παρόχων Επαγγελματικής Κατάρτισης.",NA,NA,NA
ΠΟΛΙΤΙΚΗ ΔΕΣΜΕΥΣΗ (2023): Διενέργεια αυστηρών ελέγχων από την επιθεώρηση εργασίας. - Διενέργεια αυστηρών ελέγχων από την επιθεώρηση εργασίας για την απαρέγκλιτη τήρηση της εργατικής νομοθεσίας. Ανάρτηση εβδομαδιαίας αναφοράς με τους ελέγχους που γίνονται σε πανελλαδικό επίπεδο.,NA,NA,NA
"ΠΟΛΙΤΙΚΗ ΔΕΣΜΕΥΣΗ (2023): Στεγαστική Πολιτική «Σπίτι μου» - Διατίθενται 1,8 δις ευρώ σε συνολικά 137.000 νέους δικαιούχους έως 39 ετών για τη Νέα Στεγαστική Πολιτική «Σπίτι μου» με φθηνά στεγαστικά δάνεια",NA,NA,NA
"ΠΟΛΙΤΙΚΗ ΔΕΣΜΕΥΣΗ (2023): Προσιτά ρυθμιζόμενα ενοίκια και παροχή δωρεάν στέγης. - Προσιτά ρυθμιζόμενα ενοίκια και παροχή δωρεάν στέγης σε ευάλωτους πολίτες και οικογένειες. Ανέγερση 2.500 κοινωνικών κατοικιών και ανακαίνιση 4.000 κενών κατοικιών, ιδιοκτησίας του δημοσίου οι οποίες παραδίδονται με εξαιρετικά ευνοϊκούς όρους σε δικαιούχους.",NA,NA,NA
"ΠΟΛΙΤΙΚΗ ΔΕΣΜΕΥΣΗ (2023): Ανέγερση 2.500 κοινωνικών κατοικιών. - Ανέγερση 2.500 κοινωνικών κατοικιών και ανακαίνιση 4.000 κενώνκατοικιών, ιδιοκτησίας του δημοσίου οι οποίες παραδίδονται με εξαιρετικάευνοϊκούς όρους σε δικαιούχους.",NA,NA,NA
"ΠΟΛΙΤΙΚΗ ΔΕΣΜΕΥΣΗ (2023): Αναβάθμιση Επαγγελματικής εκπαίδευσης. - Ενίσχυση του θεσμού της μαθητείας και Αναβάθμιση Επαγγελματικών Λυκείων. Επικαιροποίηση των προγραμμάτων σπουδών και αναβάθμιση των υποδομών στις Επαγγελματικές Σχολές Μαθητείας. Επέκταση του θεσμού των Πειραματικών ΕΠΑΣ και ενιαίος τρόπος λειτουργίας των ΕΠΑΛ, όπως τα Πρότυπα ΕΠΑΛ.",NA,NA,NA
"ΠΟΛΙΤΙΚΗ ΔΕΣΜΕΥΣΗ (2023): Αναβάθμιση παιδικής φροντίδας. - Αυξάνονται κατά 50.000 οι θέσεις για βρέφη και νήπια σε βρεφονηπιακούς σταθμούς, συστήνονται 150 νέα Κέντρα Δημιουργικής Απασχόλησης Παιδιών, διευρύνεται το ωράριο λειτουργίας παιδικών σταθμών ως τις 17:30, θεσμοθετούνται χώροι φύλαξης και φροντίδας παιδιών σε μεγάλες επιχειρήσεις. 40.000 θέσεις φύλαξης νηπίων και παιδιών μέσω του προγράμματος «Νταντάδες της γειτονιάς».",NA,NA,NA
ΠΟΛΙΤΙΚΗ ΔΕΣΜΕΥΣΗ (2023): Επέκταση πρότυπων και πειραματικών σχολείων. - Επέκταση πρότυπων και πειραματικών σχολείων: 150 Πρότυπα και Πειραματικά Σχολεία μέχρι το 2027.,NA,NA,NA
"ΠΟΛΙΤΙΚΗ ΔΕΣΜΕΥΣΗ (2023): Διπλασιασμός Προτύπων και Πειραματικών Σχολείων. - Διπλασιασμός Προτύπων και Πειραματικών Σχολείων, επιδίωξη και επιβράβευση της αριστείας, η σημαία στον πρώτο σε βαθμολογία. Παράλληλα, εφαρμογή αξιολόγησης των θεσμών με στόχο τη βελτίωση της εκπαιδευτικής πολιτικής.",NA,NA,NA
ΠΟΛΙΤΙΚΗ ΔΕΣΜΕΥΣΗ (2023): Αυξάνεται αφορολόγητο για οικογένειες με παιδιά. - Αυξάνεται από 1/1/2024 το αφορολόγητο κατά 1.000 ευρώ για οικογένειες που έχουν παιδιά.,NA,NA,NA
ΠΟΛΙΤΙΚΗ ΔΕΣΜΕΥΣΗ (2023): Αύξηση επιδόματος μητρότητας. - Αυξάνεται το επίδομα μητρότητας στους ελεύθερους επαγγελματίες και τους αγρότες από τους 4 στους 9 μήνες στο ύψος του κατώτατου μισθού (από 150 έως 200 ευρώ που είναι σήμερα).,NA,NA,NA
ΠΟΛΙΤΙΚΗ ΔΕΣΜΕΥΣΗ (2023): Μείωση του ιδιωτικού χρέους και στήριξη ευάλωτων δανειοληπτών. - Μείωση του ιδιωτικού χρέους και στήριξη ευάλωτων δανειοληπτών με προστασία της πρώτης κατοικίας. Δυνατότητα επαναγοράς της πρώτης κατοικίας μετά από 12 χρόνια.,NA,NA,NA
ΠΟΛΙΤΙΚΗ ΔΕΣΜΕΥΣΗ (2023): Σύνδεση σιδηροδρόμου. - Σύνδεση σιδηροδρόμου με τα μεγάλα λιμάνια της χώρας.,NA,NA,NA
"ΠΟΛΙΤΙΚΗ ΔΕΣΜΕΥΣΗ (2023): Αύξηση των δαπανών του προϋπολογισμού για την υγεία και ενίσχυση του ιατρικού και νοσηλευτικού προσωπικού. - •	Αύξηση του νοσηλευτικού προσωπικού κατά 10.000 εργαζομένους ώστε να φθάσουμε τον Ευρωπαϊκό μέσο όρο με 2,2 νοσηλευτές ανά κλίνη.•	Ψηφιακός μετασχηματισμός Υγείας. Ενίσχυση του συστήματος ηλεκτρονικής συνταγογράφησης. Ολοκλήρωση του Ατομικού Ηλεκτρονικού Φακέλου Υγείας. Αναβάθμιση των ψηφιακών υποδομών στα νοσοκομεία. Επέκταση και ανάπτυξη των μητρώων ασθενών.• Μείωση του χρόνου αναμονής για ραντεβού σε εξωτερικά ιατρεία νοσοκομείων κατά 80% έως το 2027 και ανάπτυξη πλήρους ψηφιακής εφαρμογής για ραντεβού για το σύνολο των δημόσιων δομών υγείας.",NA,NA,NA
"ΠΟΛΙΤΙΚΗ ΔΕΣΜΕΥΣΗ (2023): Αναμόρφωση του Ειδικού Μισθολογίου των 20.000 γιατρών του ΕΣΥ, με αύξηση του βασικού μισθού και των επιδομάτων ευθύνης. - Αναμόρφωση του Ειδικού Μισθολογίου των 20.000 γιατρών του ΕΣΥ, με αύξηση του βασικού μισθού και των επιδομάτων ευθύνης. Η αύξηση θα είναι, μεσοσταθμικά, της τάξης του 10% επί του συνόλου των αποδοχών τους.",NA,NA,NA
"ΠΟΛΙΤΙΚΗ ΔΕΣΜΕΥΣΗ (2023): Έμφαση σε επενδύσεις στο τομέα της βιομηχανίας, της εκπαίδευσης, του πολιτισμού και της υγείας. - • Αναβάθμιση Βιομηχανικής Περιοχής Δράμας.• Κατασκευή 12/θέσιου δημοτικού σχολείου Κάτω Νευροκοπίου.• Επέκταση – αναμόρφωση της μονάδας εντατικής θεραπείας (Μ.Ε.Θ.) και του τμήματος επειγόντων περιστατικών (Τ.Ε.Π.)του Γ.Ν. Δράμας.• Υποστήριξη διοργάνωσης του φεστιβάλ ταινιών μικρού μήκους Δράμας.",NA,NA,NA
"ΠΟΛΙΤΙΚΗ ΔΕΣΜΕΥΣΗ (2023): Διασυνοριακά έργα και επενδύσεις στο τομέα της ενέργειας, των οδικών και των ναυτικών υποδομών. - • Κατασκευή Μεθοριακού Σταθμού Κήπων.• Υλοποίηση Project LNG Βόρειας Ελλάδος.• Κατασκευή Ανατολικής Περιφερειακής Οδού Αλεξανδρούπολης.• Αναβάθμιση λιμενικών εγκαταστάσεων – επέκταση κρηπιδωμάτων στο Λιμάνι Καμαριώτισσας Νήσου Σαμοθράκης.",NA,NA,NA
"ΠΟΛΙΤΙΚΗ ΔΕΣΜΕΥΣΗ (2023): Επενδύσεις στους τομείς της βιομηχανίας, της υγείας και του τουρισμού. - • Αναβάθμιση Βιομηχανικής Περιοχής Καβάλας.• Έργα αναβάθμισης Γενικού Νοσοκομείου Καβάλας.• Ολοκληρωμένο πρόγραμμα ενίσχυσης του τουριστικού προορισμού «Καβάλα» με βασικό άξονα την ανάπτυξη του παράκτιου μετώπου του λιμένα «Απόστολος Παύλος».",NA,NA,NA
"ΠΟΛΙΤΙΚΗ ΔΕΣΜΕΥΣΗ (2023): Αναβάθμιση των φοιτητικών εστιών του ΔΠΘ και ανακαίνιση των Κεντρών Υγείας Ξάνθης. Χρηματοδότηση για την επέκταση του οδικού δικτύου. - • Συντήρηση - ανακαίνιση φοιτητικών εστιών στην πανεπιστημιούπολη Ξάνθης, ΔΠΘ.• Κατασκευή τμήματος «Σμίνθη –Εχίνος» επί του Κάθετου άξονα της Εγνατίας οδού Ξάνθη - Εχίνος -Ελληνοβουλγαρικά σύνορα.• Ανακαίνιση Κέντρων Υγείας Ξάνθης.",NA,NA,NA
"ΠΟΛΙΤΙΚΗ ΔΕΣΜΕΥΣΗ (2023): Χρηματοδότηση έργων στους τομείς της ενέργειας, της άρδευσης, του πολιτισμού και του τουρισμού. Αναβάθμιση της ΒΙΠΕ Κομοτηνής και ανακαίνιση του αρχαιολογικού μουσείου της πόλης. - • Εναλλακτική σύνδεση του νέου σταθμού παραγωγής ηλεκτρικής ενέργειας «Θερμοηλεκτρική Κομοτηνής» στο τμήμα του αγωγού δυτικά του LVS.• Κατασκευή Φράγματος Ιάσμου.• Αναβάθμιση Βιομηχανικής Περιοχής Κομοτηνής.• Ανακαίνιση αρχαιολογικού μουσείου Κομοτηνής και οργάνωση της μόνιμης έκθεσης.• Επαναπροκήρυξη διαγωνισμού για την εκμίσθωση του Ξενία Κομοτηνής για 30+20 χρόνια.",NA,NA,NA
ΠΟΛΙΤΙΚΗ ΔΕΣΜΕΥΣΗ (2023): Βελτίωση του οδικού δικτύου και ολοκλήρωση του έργου κατασκευής Μετρό. Επενδύσεις στους τομείς της παιδείας και της υγείας. - • Κατασκευή αυτοκινητοδρόμου που θα εξασφαλίσει οριστική λύση στο κυκλοφοριακό πρόβλημα της πόλης.• Ολοκλήρωση έργων για το Μετρό της Θεσσαλονίκης.• Αναβάθμιση στις Φοιτητικές Εστίες Πανεπιστημίων Δυτικής Μακεδονίας και Θράκης.• Κατασκευή Νέου Ογκολογικό Νοσοκομείου Θεσσαλονίκης «Νέο Θεαγένειο».,NA,NA,NA
"ΠΟΛΙΤΙΚΗ ΔΕΣΜΕΥΣΗ (2023): Σημαντικά έργα αρδευτικού χαρακτήρα και αντιπλημμυρικής προστασίας, καθώς επίσης και έργα ενεργειακής αναβάθμισης με υποδομές φυσικού αερίου καθώς και έργα ανάπλασης κομβικής σημασίας για την τοπική οικονομίας. - -Μελέτη, χρηματοδότηση, κατασκευή και τεχνική διαχείριση του Αρδευτικού Δικτύου Αλμωπαίου-Χρηματοδότηση την επέκταση του Δικτύου Φυσικού Αερίου στην Πέλλα.-Εργο αντιπλημμυρικής προστασίας στον Ποταμό Εδεσσαίο και στο Χείμαρρο Τόπλιτσα.ενοποίηση του τουριστικού με το εμπορικό κέντρο της Έδεσσας",NA,NA,NA
"ΠΟΛΙΤΙΚΗ ΔΕΣΜΕΥΣΗ (2023): Προτεραιότητα δίνεται σε σημαντικά οδικά έργα αλλά και παράλληλη ενίσχυση των ιατρικών υποδομών με νέο εξοπλισμό για το Γενικό Νοσοκομείο Γρεβενών, μεγάλη επίσης προσήλωση δίνεται και στην ανάπλαση οικισμών και την δημιουργία εκπαιδευτικών υποδομών από το Πανεπιστήμιο Δυτικής Μακεδονίας. - -Βελτίωση οδικού δικτύου Γρεβενών - Βασιλίτσας-Δημιουργία Εκπαιδευτικού Αστρονομικού Πάρκου ΟΡΛΙΑΚΑ στο Νομό Γρεβενών από το Πανεπιστήμιο Δυτικής Μακεδονίας-Προμήθεια ιατροτεχνολογικού εξοπλισμού στο Γενικό Νοσοκομείο Γρεβενών-Ανάπλαση και οικιστική αναβάθμιση οικιστικών συνόλων Δήμου Γρεβενών",NA,NA,NA
"ΠΟΛΙΤΙΚΗ ΔΕΣΜΕΥΣΗ (2023): Κύρια έμφαση σε έργα διευθέτησης φυσικού περιβάλλοντος, αντιπλημμυρικής προστασίας και ύδρευσης ενώ ταυτόχρονα θα προωθηθεί και ο κλάδος της επιχειρηματικότητας και της τοπικής οικονομίας αναφορικά με τον κλάδο της γούνας. - -Διευθέτηση κοίτης ποταμού Αλιάκμονα στην περιοχή Δασυλλίου – Σκάλκης Άργους Ορεστικού-Έργα αντιπλημμυρικής προστασίας στον ποταμό Αλιάκμονα-Αντικατάσταση εσωτερικού δικτύου ύδρευσης πόλης Καστοριάς-Κατασκευή φράγματος Νεστορίου-Ενίσχυση επιχειρήσεων του κλάδου γούνας",NA,NA,NA
"ΠΟΛΙΤΙΚΗ ΔΕΣΜΕΥΣΗ (2023): Ιδιαίτερη προσήλωση σε θέματα ενεργειακών υποδομών τροφοδότησης και περιβαλλοντικής αναβάθμισης, ενώ ταυτόχρονα υπάρχει μέριμνα στον τομέα της παιδείας με την δημιουργία μεγάλου εκπαιδευτικού συγκροτήματος. - -Αντιπλημμυρική προστασία νοτιοδυτικής πλευράς πόλης Κοζάνης-Μονάδα Συμπαραγωγής Ηλεκτρισμού και Θερμότητας Υψηλής Απόδοσης (ΣΗΘΥΑ) με ΜΕΚ φυσικού αερίου ≥ 65MWth-Τροφοδότηση της τηλεθέρμανσης Πτολεμαΐδας με θερμική ενέργεια από τη μονάδα V του ΑΗΣ Πτολεμαΐδας-Πράσινο Κέντρο Δεδομένων και Υπερυπολογιστή Δυτικής Μακεδονίας-Πολύ-λειτουργικό Συγκρότημα της Ζώνης Ενεργού Πολεοδομίας Κοζάνης",NA,NA,NA
"ΠΟΛΙΤΙΚΗ ΔΕΣΜΕΥΣΗ (2023): Δημιουργία έργων φυσικού αερίου και ηλεκτρικής ενέργειας με συνολική ενεργειακή αναβάθμιση, καθώς επίσης και αναβάθμιση στο οδικό δίκτυο. - -Κάθετος Άξονας 50 Πτολεμαΐδα - Φλώρινα, κατά τμήματα-Επιχορήγηση της Δημόσιας Επιχείρησης Δικτύων Διανομής Αερίου Ανώνυμη Εταιρεία(ΔΕΔΑΑ.Ε.) για την υλοποίηση του έργου “Ανάπτυξη δικτύων Φυσικού Αερίου χαμηλής και μέσης πίεσης στην πόλη της Φλώρινας”-ντικατάσταση συστημάτων θέρμανσης με συστήματα φυσικού αερίου στην πόλη της Φλώρινας-Έργα ηλεκτρικής ενέργειας Φλώρινας-Βελτίωση και αναβάθμιση υφιστάμενων κτιριακών υποδομών του Πανεπιστημίου Δυτικής Μακεδονίας στη Φλώρινα",NA,NA,NA
"ΠΟΛΙΤΙΚΗ ΔΕΣΜΕΥΣΗ (2023): Ενίσχυση των του οδικού δικτύου, των συστημάτων ύδρευσης αλλά και των πολιτιστικών υποδομών καθώς και γενικότερη αναβάθμιση περιβαλλοντικών χώρων. - •	Κατασκευή του ισόπεδου κόμβου στη συμβολή της παράκαμψης Αθαμανίου με την Εθνική Οδό Άρτας–Τρικάλων.•	Φράγμα Κομποτίου Ν. Άρτας και συνοδά αρδευτικά έργα•	Αποχέτευση ακαθάρτων οικισμών Δήμου Αρταίων•	Αξιοποίηση του πολιτιστικού κτιρίου Ξενία Άρτας και αναβάθμιση του περιβάλλοντος χώρου του Κάστρου.",NA,NA,NA
"ΠΟΛΙΤΙΚΗ ΔΕΣΜΕΥΣΗ (2023): Κύρια έμφαση σε λιμενικά έργα με επίκεντρο την Ηγουμενίτσα αλλά και αναβάθμιση ύδρευσης και επεξεργασίας και διάθεσης λυμάτων, ενώ ιδιαίτερη σημασία δίνεται και στα ζητήματα περιβαλλοντικής ανάπτυξης. - •	Νέος Λιμένας Ηγουμενίτσας•	Διευθέτηση του οριοθετημένου τμήματος του ρέματος «Γκούρας», εντός εγκεκριμένου σχεδίου πόλης οικισμού Νέας Σελεύκειας•	Έργα συλλογής, μεταφοράς, επεξεργασίας και διάθεσης λυμάτων για την εξυπηρέτηση των οικισμών Συβότων, Πλαταριάς, Πέρδικας και Αρίλλα Δήμου Ηγουμενίτσας",NA,NA,NA
"ΠΟΛΙΤΙΚΗ ΔΕΣΜΕΥΣΗ (2023): Ιδιαίτερη σημασία σε επεκτατικά έργα οδικών δικτύων, στο επίκεντρο επίσης βρίσκονται έργα περιβαλλοντικής ανάπλασης και προστασίας των υδάτων, καθώς και δημιουργία κέντρου Πολιτικής Προστασίας ενώ θα υπάρξει μέριμνα για την αναβάθμιση του Πανεπιστημίου Ιωαννίνων. - • Επέκταση Ιονίας Οδού: Τμήμα Ιωάννινα - Κακαβιά• Κατασκευή ενός διώροφου κτιρίου με υπόγειο στην Πανεπιστημιούπολη Ιωαννίνων• Ολοκληρωμένη διαχείριση λυμάτων Δήμου Ιωαννιτών για την προστασία της λίμνης Παμβώτιδας • Παρεμβάσεις αναζωογόνησης του αστικού περιβάλλοντος Δήμου Ιωαννιτών• Δημιουργία Περιφερειακού Κέντρου Πολιτικής Προστασίας Ηπείρου μέσω ΣΔΙΤ",NA,NA,NA
ΠΟΛΙΤΙΚΗ ΔΕΣΜΕΥΣΗ (2023): Μέριμνα για έργα ενεργειακής απόδοσης και αναδόμηση του οδικού δικτύου για την αναβάθμιση του αρχαιολογικού χώρου Νικόπολης. Παράλληλη αναβάθμιση για το δίκτυο ύδρευσης της Πρέβεζας συνολικά. - •	Παράκαμψη Νικόπολης - συγκοινωνιακά έργα ανάδειξης αρχαιολογικού χώρου Νικόπολης Περιφέρειας Ηπείρου•	Αναβάθμιση δικτύου ύδρευσης Πρέβεζας•	Βελτίωση ενεργειακής απόδοσης των υποδομών ύδρευσης Δήμου Ζηρού,NA,NA,NA
"ΠΟΛΙΤΙΚΗ ΔΕΣΜΕΥΣΗ (2023): Έργα για την αναβάθμιση των υποδομών άρδευσης και υγείας. Αποκατάσταση αρχαιολογικών χώρων στην περιφέρεια. - • Επέκταση, βελτίωση και εκσυγχρονισμός υποδομών ύδρευσης της Δημοτικής Ενότητας Καρδίτσας.• Αναβάθμιση υποδομών ΒΙ.ΠΕ. Καρδίτσας.• Ανακαίνιση Κέντρου Υγείας Παλαμά και Σοφάδων.• Αποκατάσταση και ανάδειξη του αρχαϊκού ναού του Απόλλωνα στην Καρδίτσα.",NA,NA,NA
"ΠΟΛΙΤΙΚΗ ΔΕΣΜΕΥΣΗ (2023): Έμφαση στην υλοποίηση έργων για τη βελτίωση του οδικού δικτύου, του συστήματος ύδρευσης και της ΒΙ.ΠΕ. Λάρισας. - • Οδική σύνδεση της Λάρισας με τα Φάρσαλα.• Αναβάθμιση αγωγών μεταφοράς νερού και κατασκευή νέων δεξαμενών ύδρευσης Δήμου Λαρισαίων.• Αναβάθμιση υποδομών στη ΒΙ.ΠΕ. Λάρισας.• Ανάπτυξη Φωτοβολταϊκού (ΦΒ) Σταθμού στη Π.Ε. Λάρισας.",NA,NA,NA
ΠΟΛΙΤΙΚΗ ΔΕΣΜΕΥΣΗ (2023): Έργα για τη βελτίωση του οδικού δικτύου και του συστήματος ύδρευσης. Επενδύσεις στο τομέα της διαχείρισης και επεξεργασίας αποβλήτων. Κατασκευή νέου λιμένα στην Αλόννησο και αξιοποίηση του αεροδρομίου της Νέας Αγχιάλου. - • Αποκατάσταση οδοστρωμάτων Δήμου Βόλου• Αξιοποίηση του αεροδρομίου της Νέας Αγχιάλου• Εκσυγχρονισμός του εσωτερικού δικτύου ύδρευσης του Πολεοδομικού Συγκροτήματος των Ενοτήτων Βόλου και Ν. Ιωνίας για την εξασφάλιση επαρκούς πόσιμου νερού• Μονάδα Επεξεργασίας Αποβλήτων Περιφερειακής Ενότητας Μαγνησίας•	Κατασκευή νέου λιμένα στον όρμο Σπαρτίνες Αλοννήσου,NA,NA,NA
